Record ID,User ID,User Name,Age,Gender,City,Height (cm),Weight (kg),Workout Type,Workout Duration (Minutes),Calories Burned,Steps,Heart Rate (BPM),Resting Heart Rate (BPM),Sleep Hours,Water Intake (Liters),Daily Calories Intake,Workout Frequency,Fitness Level,Activity Date
176,46,Mahnoor Raza,56,Male,Peshawar,191.7,100.1,Yoga,14.7,47.2,9501,102.0,69,,2.84,2207,5,Beginner,2025-11-17
177,55,Iqra Malik,50,Female,Multan,176.9,45.0,Yoga,51.7,132.5,8662,173.0,77,5.9,4.37,2475,5,Intermediate,2025-01-03
178,53,Ayesha Ahmed,48,Male,Multan,197.3,79.0,Swimming,37.0,317.9,9212,99.0,68,9.3,2.97,2534,5,Beginner,2025-09-06
179,13,Hamza Khan,52,Male,Lahore,177.5,70.3,Swimming,61.4,587.4,9282,144.0,68,5.6,1.51,1604,4,Advanced,2025-03-11
180,15,Usman Khan,49,Male,Peshawar,169.5,83.1,Cardio,44.1,362.8,9337,143.0,68,8.1,2.65,1851,3,Intermediate,2025-09-21
181,10,Mahnoor Chaudhry,46,Male,Islamabad,179.1,88.7,HIIT,59.3,805.3,16877,89.0,66,5.8,3.44,2143,5,Advanced,2025-03-12
182,41,Sara Shah,19,Male,Lahore,181.2,72.6,Walking,67.8,324.9,8930,111.0,55,3.4,2.63,2510,3,Advanced,2025-01-25
183,30,Tariq Malik,37,Male,Quetta,176.8,82.2,Cycling,42.2,371.8,11105,111.0,64,6.8,2.19,1654,3,Advanced,2025-07-18
184,6,Mahnoor Ahmed,26,Male,Faisalabad,180.5,64.8,Cycling,10.0,83.1,7362,114.0,84,8.2,1.62,2535,1,Intermediate,2025-06-05
185,59,Noor Butt,42,Male,Karachi,170.6,88.5,Yoga,10.0,36.6,1783,128.0,70,5.3,2.06,2391,5,Intermediate,2025-07-27
186,20,Mariam Farooq,32,Female,Quetta,158.6,58.2,Cardio,64.6,484.1,6656,106.0,64,7.0,2.72,1959,4,Advanced,2025-11-22
187,2,Ayesha Farooq,41,Male,Quetta,171.6,80.0,Running,53.7,725.0,3663,157.0,74,7.7,2.61,2988,6,Advanced,2025-12-07
188,10,Mahnoor Chaudhry,46,Male,Islamabad,179.1,88.7,Walking,66.9,303.7,13269,134.0,73,6.2,2.57,2013,6,Advanced,2025-07-20
189,23,Tariq Ahmed,61,Male,Peshawar,188.8,54.7,Walking,81.0,322.9,9074,165.0,60,7.0,2.28,2165,3,Intermediate,2025-12-25
190,38,Mahnoor Chaudhry,54,Male,,174.1,86.9,Yoga,60.9,173.8,7542,148.0,80,7.9,2.43,2750,7,Intermediate,2025-01-09
191,38,Mahnoor Chaudhry,54,Male,Multan,174.1,86.9,Cycling,40.2,278.3,5350,116.0,71,3.4,2.32,1764,3,Intermediate,2025-02-28
192,54,Sana Siddiqui,19,Female,Islamabad,162.5,60.4,Walking,23.0,82.3,4321,164.0,67,6.6,3.21,1751,4,Advanced,2025-04-18
193,40,Fatima Iqbal,20,Male,Quetta,168.8,79.8,Walking,44.8,182.7,9189,117.0,61,8.6,2.96,2173,7,Intermediate,2025-12-12
194,54,Sana Siddiqui,19,Female,Islamabad,162.5,60.4,Swimming,73.7,721.0,9292,150.0,78,4.2,2.4,1635,2,Advanced,2025-05-23
195,9,Imran Farooq,38,Female,Multan,151.7,56.4,Weight Training,53.1,433.8,4136,83.0,77,5.1,2.99,2672,7,Intermediate,2025-08-15
196,10,Mahnoor Chaudhry,46,Male,Islamabad,179.1,88.7,Walking,51.4,211.1,9837,110.0,73,6.9,1.71,3096,6,Advanced,2025-08-21
197,8,Ayesha Iqbal,46,Female,Quetta,167.2,67.1,Weight Training,45.5,350.1,7595,155.0,64,10.0,3.76,2148,7,Intermediate,2025-06-29
198,14,Nida Siddiqui,44,Male,Karachi,156.7,87.9,Running,59.5,813.1,3796,118.0,67,7.4,1.85,2369,2,Intermediate,2025-03-08
199,21,Komal Khan,29,Male,Lahore,174.9,57.9,Running,42.4,518.7,5609,141.0,58,6.0,2.75,1798,4,Beginner,2025-02-28
200,58,Komal Ahmed,58,Female,Karachi,175.7,64.5,HIIT,14.8,196.2,5931,115.0,60,7.0,1.86,2288,2,Intermediate,2025-12-19
201,20,Mariam Farooq,32,Female,Quetta,158.6,58.2,HIIT,66.9,830.6,2267,116.0,83,6.2,2.37,1741,6,Advanced,2025-06-24
202,17,Kamran Chaudhry,23,Female,Faisalabad,151.6,62.3,HIIT,68.7,1058.0,10446,138.0,83,8.6,2.52,2027,7,Advanced,2025-07-16
203,42,Usman Shah,43,Female,Multan,164.1,68.1,HIIT,35.7,499.6,5763,175.0,61,9.0,2.88,2563,7,Beginner,2025-06-12
204,50,Sana Siddiqui,22,Male,Faisalabad,165.7,100.1,Yoga,24.9,84.2,11977,130.0,55,7.6,3.51,2588,1,Intermediate,2025-12-22
205,19,Imran Butt,30,Female,Multan,145.0,69.1,Cycling,45.7,349.0,5592,117.0,66,6.7,2.52,2178,5,Intermediate,2025-12-08
206,59,Noor Butt,42,Male,Karachi,170.6,88.5,Walking,28.0,115.9,5531,152.0,80,7.9,1.26,2802,5,Intermediate,2025-09-19
207,18,Sadia Siddiqui,45,Male,Lahore,180.1,74.9,Swimming,26.7,265.3,8074,118.0,72,8.2,2.55,2981,6,Beginner,2025-02-10
208,46,Mahnoor Raza,56,Male,Peshawar,191.7,100.1,Cardio,34.5,302.6,6584,109.0,72,7.6,2.8,2127,6,Beginner,2025-08-09
209,34,Hamza Khan,50,Male,Rawalpindi,179.4,114.7,Cardio,38.0,-50.0,3776,151.0,69,6.0,2.67,1530,7,Beginner,2025-05-29
210,15,Usman Khan,49,Male,Peshawar,169.5,83.1,Weight Training,51.5,370.2,5905,130.0,59,7.6,2.66,2384,6,Intermediate,2025-03-25
211,38,Mahnoor Chaudhry,54,Male,Multan,174.1,86.9,Swimming,58.2,631.1,9671,106.0,55,5.3,1.76,2821,5,Intermediate,2025-11-25
212,15,Usman Khan,49,Male,Peshawar,169.5,83.1,Walking,56.7,207.4,11725,127.0,73,8.0,2.0,1378,7,Intermediate,2025-01-22
213,11,Bilal Shah,56,Male,Lahore,179.6,80.9,Running,41.2,438.5,12755,154.0,71,8.2,0.96,1870,2,Intermediate,2025-12-07
214,36,Komal Khan,45,Male,Faisalabad,181.0,82.7,Cardio,71.8,640.8,14275,104.0,57,8.0,1.57,2443,3,Advanced,2025-12-02
215,60,Hamza Khan,52,Female,Peshawar,149.5,50.4,HIIT,59.8,708.1,8152,168.0,73,8.7,3.14,2572,6,Intermediate,2025-01-26
216,53,Ayesha Ahmed,48,Male,Multan,197.3,79.0,Yoga,28.0,69.9,3780,106.0,57,5.7,3.01,1996,5,Beginner,2025-10-03
217,60,Hamza Khan,52,Female,Peshawar,149.5,50.4,Cycling,60.7,456.5,6130,147.0,75,10.0,3.48,2530,6,Intermediate,2025-01-08
218,13,Hamza Khan,52,Male,Lahore,177.5,70.3,Weight Training,65.9,383.7,500,120.0,58,9.7,2.55,2496,5,Advanced,2025-07-27
219,4,Junaid Shah,45,Male,Faisalabad,176.6,68.8,Yoga,45.5,167.9,12849,131.0,87,7.0,2.33,2546,2,Intermediate,2025-08-23
220,60,Hamza Khan,52,Female,Peshawar,149.5,50.4,Walking,52.3,201.0,2245,102.0,57,5.6,2.57,2639,4,Intermediate,2025-05-23
221,40,Fatima Iqbal,20,Male,Quetta,168.8,79.8,Cardio,44.5,304.7,8762,118.0,75,7.0,2.82,1816,4,Intermediate,2025-12-01
222,26,Junaid Butt,36,Female,Faisalabad,168.2,72.3,Swimming,29.4,259.4,11124,134.0,72,5.8,0.3,1990,7,Intermediate,2025-06-02
223,54,Sana Siddiqui,19,Female,Islamabad,162.5,60.4,Walking,58.2,223.3,3934,122.0,67,6.2,3.05,2567,2,Advanced,2025-09-15
224,27,Omar Khan,57,Female,Lahore,166.3,63.1,Running,43.9,408.7,11365,139.0,63,9.0,2.09,1703,6,Intermediate,2025-11-12
225,3,Sara Raza,50,Female,Faisalabad,163.7,45.0,Running,42.6,339.1,5769,147.0,56,-1.0,3.47,2413,6,Beginner,2025-07-24
226,15,Usman Khan,49,Male,Peshawar,169.5,83.1,Cycling,44.5,369.5,6141,156.0,78,4.9,3.25,1771,2,Intermediate,2025-04-04
227,51,Bilal Iqbal,46,Male,Karachi,173.3,100.5,HIIT,58.3,720.6,9554,159.0,69,6.0,1.93,2438,7,Advanced,2025-07-01
228,56,Ali Farooq,27,Male,Faisalabad,170.3,67.6,Walking,23.5,68.7,5749,124.0,59,4.8,2.49,2590,7,Beginner,2025-03-26
229,26,Junaid Butt,36,Female,Faisalabad,168.2,72.3,Cardio,49.9,451.0,7273,144.0,64,6.4,3.14,1805,5,Intermediate,2025-04-28
230,17,Kamran Chaudhry,23,Female,Faisalabad,151.6,62.3,HIIT,63.2,976.0,12830,149.0,70,5.2,2.34,2624,6,Advanced,2025-03-25
231,10,Mahnoor Chaudhry,46,Male,Islamabad,179.1,88.7,Running,71.6,996.8,3049,105.0,73,5.6,1.33,2946,6,Advanced,2025-04-23
232,60,Hamza Khan,52,Female,Peshawar,149.5,50.4,Yoga,54.9,142.2,12426,129.0,68,5.8,1.88,1321,7,Intermediate,2025-04-25
233,37,Ayesha Malik,34,Male,Rawalpindi,174.9,80.3,Swimming,87.6,675.4,16126,142.0,75,8.4,1.92,2080,7,Professional,2025-07-30
234,13,Hamza Khan,52,Male,Lahore,177.5,70.3,Cardio,31.5,194.5,15631,140.0,72,5.6,3.09,2310,7,Advanced,2025-01-27
235,23,Tariq Ahmed,61,Male,Peshawar,188.8,54.7,Yoga,46.8,122.6,5678,121.0,71,5.2,2.41,1916,3,Intermediate,2025-06-12
236,48,Salman Shah,54,Female,Lahore,174.5,56.9,Running,27.0,239.0,4349,149.0,78,8.2,1.06,2633,3,Beginner,2025-08-02
237,23,Tariq Ahmed,61,Male,Peshawar,188.8,54.7,Swimming,35.7,332.6,7191,,58,4.2,1.67,2608,4,Intermediate,2025-04-25
238,16,Asad Butt,30,Male,Rawalpindi,173.5,72.9,Cycling,83.9,530.1,12892,152.0,67,5.2,2.4,2783,6,Advanced,2025-04-16
239,33,Ali Butt,50,Female,Quetta,152.7,64.7,Running,56.7,583.4,8724,141.0,71,5.9,2.62,2345,5,Intermediate,2025-10-11
240,15,Usman Khan,49,Male,Peshawar,169.5,83.1,HIIT,33.2,338.5,3690,153.0,63,6.6,3.66,1751,4,Intermediate,2025-03-30
241,47,Kamran Ahmed,59,Female,Peshawar,169.3,57.5,Swimming,29.0,223.0,11916,145.0,74,6.7,1.11,3040,5,Intermediate,2025-09-28
242,23,Tariq Ahmed,61,Male,Peshawar,188.8,54.7,Cardio,36.9,316.9,6851,117.0,76,7.5,2.26,1689,7,Intermediate,2025-03-08
243,27,Omar Khan,57,Female,Lahore,166.3,63.1,Cardio,15.4,123.0,8883,135.0,61,8.5,1.97,2384,4,Intermediate,2025-01-24
244,31,Hina Butt,55,Male,Quetta,181.0,99.5,Walking,24.2,112.9,3502,137.0,64,7.0,1.94,2128,4,Beginner,2025-12-26
245,43,Imran Butt,62,Male,Islamabad,171.1,76.5,Cycling,51.3,353.3,6953,157.0,66,5.6,3.42,2281,7,Beginner,2025-06-15
246,23,Tariq Ahmed,61,Male,Peshawar,188.8,54.7,Yoga,53.8,173.2,3872,118.0,79,6.1,3.76,1981,4,Intermediate,2025-08-23
247,43,Imran Butt,62,Male,Islamabad,171.1,76.5,Cycling,31.3,236.7,2192,172.0,73,8.1,1.81,2231,6,Beginner,2025-01-21
248,43,Imran Butt,62,Male,Islamabad,171.1,76.5,Cycling,17.2,141.3,5910,104.0,62,7.5,2.64,1792,4,Beginner,2025-10-26
249,14,Nida Siddiqui,44,Male,Karachi,156.7,87.9,Cardio,50.3,546.2,6837,121.0,72,4.7,2.31,2146,4,Intermediate,2025-02-06
250,47,Kamran Ahmed,59,Female,Peshawar,169.3,57.5,Cardio,41.5,381.6,6830,140.0,66,5.6,2.57,2114,4,Intermediate,2025-01-15
251,23,Tariq Ahmed,61,Male,Peshawar,188.8,54.7,Swimming,52.8,594.7,10321,,60,7.8,2.31,1200,3,Intermediate,2025-03-21
252,54,Sana Siddiqui,19,Female,Islamabad,162.5,60.4,Weight Training,52.9,329.1,8697,99.0,80,30.0,3.64,2095,3,Advanced,2025-11-04
253,21,Komal Khan,29,Male,Lahore,174.9,57.9,HIIT,31.9,481.3,2848,123.0,71,7.3,1.43,1940,3,Beginner,2025-10-15
254,27,Omar Khan,57,Female,Lahore,166.3,63.1,Walking,44.4,127.2,2112,98.0,63,6.5,1.32,2609,5,Intermediate,2025-09-21
255,6,Mahnoor Ahmed,26,Male,Faisalabad,180.5,64.8,Swimming,54.5,740.5,8648,130.0,65,7.3,2.03,2398,5,Intermediate,2025-01-12
256,7,Hamza Khan,53,Male,Rawalpindi,179.0,69.5,Yoga,13.2,46.9,6509,129.0,63,4.8,1.87,3038,5,Intermediate,2025-11-24
257,28,Imran Ahmed,40,Male,Peshawar,188.1,82.8,Running,48.9,613.2,6414,133.0,45,6.4,3.11,2043,4,Intermediate,2025-02-24
258,36,Komal Khan,45,Male,Faisalabad,181.0,82.7,Weight Training,90.1,490.5,9090,145.0,68,5.2,2.65,2034,6,Advanced,2025-08-10
259,44,Sara Ahmed,49,Female,Lahore,158.6,66.0,Walking,14.8,51.5,8383,92.0,55,6.4,2.65,2836,4,Beginner,2025-10-06
260,38,Mahnoor Chaudhry,54,Male,Multan,174.1,86.9,Walking,40.8,188.4,5133,120.0,77,7.4,1.32,2303,2,Intermediate,2025-10-02
261,17,Kamran Chaudhry,23,Female,Faisalabad,151.6,62.3,Weight Training,52.8,299.6,8161,159.0,65,7.1,-2.0,1997,6,Advanced,2025-11-08
262,43,Imran Butt,62,Male,Islamabad,171.1,76.5,Cycling,32.8,274.8,5053,130.0,63,6.0,1.7,1643,3,Beginner,2025-12-21
263,40,Fatima Iqbal,20,Male,Quetta,168.8,79.8,Running,24.2,200.5,10567,178.0,79,7.7,2.98,2541,2,Intermediate,2025-04-17
264,3,Sara Raza,50,Female,Faisalabad,163.7,45.0,Running,23.0,187.1,4826,136.0,65,6.2,1.96,2245,3,Beginner,2025-12-10
265,25,Sana Khan,26,Male,Multan,168.1,71.2,HIIT,54.5,646.6,8251,140.0,75,8.9,2.55,2339,4,Advanced,2025-03-20
266,8,Ayesha Iqbal,46,Female,Quetta,167.2,67.1,Walking,38.8,132.0,5831,112.0,55,8.8,3.18,1286,4,Intermediate,2025-09-06
267,41,Sara Shah,19,Male,Lahore,181.2,72.6,Cardio,106.6,816.6,13658,140.0,69,8.9,2.74,1946,6,Advanced,2025-04-21
268,44,Sara Ahmed,49,Female,Lahore,158.6,66.0,Running,27.3,338.8,4420,127.0,73,6.6,2.44,2056,2,Beginner,2025-12-06
269,50,Sana Siddiqui,22,Male,Faisalabad,165.7,100.1,Cardio,35.5,347.6,8091,114.0,69,6.5,4.15,2354,4,Intermediate,2025-12-24
270,24,Noor Khan,55,Male,Rawalpindi,184.8,61.2,Swimming,30.0,252.4,6266,129.0,62,8.4,2.78,2362,5,Intermediate,2025-03-18
271,59,Noor Butt,42,Male,Karachi,170.6,88.5,Swimming,77.1,684.2,9992,109.0,55,4.4,2.93,2273,3,Intermediate,2025-05-19
272,4,Junaid Shah,45,Male,Faisalabad,176.6,68.8,Cycling,43.5,346.6,9505,119.0,70,7.7,2.66,2096,7,Intermediate,2025-07-11
273,6,Mahnoor Ahmed,26,Male,Faisalabad,180.5,64.8,Running,45.2,426.1,6278,143.0,68,7.8,4.08,1574,7,Intermediate,2025-05-12
274,56,Ali Farooq,27,Male,Faisalabad,170.3,67.6,Walking,29.0,111.2,8083,160.0,55,7.4,1.88,2100,7,Beginner,2025-10-31
275,19,Imran Butt,30,Female,Multan,145.0,69.1,HIIT,44.3,439.2,4678,118.0,51,7.1,2.3,1530,5,Intermediate,2025-03-11
276,45,Asad Iqbal,39,Female,Multan,164.5,45.0,Cycling,32.7,192.1,4226,157.0,74,,2.1,2696,4,Intermediate,2025-08-07
277,41,Sara Shah,19,Male,Lahore,181.2,72.6,Cardio,15.3,120.2,8369,133.0,78,9.6,2.72,2282,4,Advanced,2025-09-23
278,47,Kamran Ahmed,59,Female,Peshawar,169.3,57.5,Walking,40.0,185.1,8889,126.0,57,4.9,2.75,1913,7,Intermediate,2025-06-08
279,49,Faisal Ahmed,-5,Male,Quetta,187.4,82.9,Swimming,78.5,566.0,16227,163.0,65,6.6,2.63,2607,6,Professional,2025-05-12
280,4,Junaid Shah,45,Male,Faisalabad,176.6,68.8,Cardio,44.4,414.6,5757,132.0,71,8.3,2.32,2181,2,Intermediate,2025-12-16
281,47,Kamran Ahmed,59,Female,Peshawar,169.3,57.5,Swimming,22.8,236.8,13176,112.0,61,5.9,3.08,2379,2,Intermediate,2025-08-19
282,60,Hamza Khan,52,Female,Peshawar,149.5,50.4,Walking,16.3,68.7,9214,149.0,73,,3.06,2147,3,Intermediate,2025-10-16
283,1,Amna Farooq,38,Male,Islamabad,173.4,75.2,HIIT,53.2,643.3,12618,94.0,58,6.3,2.21,2786,4,Intermediate,2025-02-14
284,16,Asad Butt,30,Male,Rawalpindi,173.5,72.9,Running,58.6,625.8,14712,134.0,74,7.0,3.35,2359,4,Advanced,2025-02-10
285,47,Kamran Ahmed,59,Female,Peshawar,169.3,57.5,Walking,54.8,234.5,3082,112.0,77,8.1,1.54,1404,6,Intermediate,2025-12-16
286,27,Omar Khan,57,Female,Lahore,166.3,63.1,Cycling,54.2,406.4,8811,166.0,61,7.3,1.39,2152,5,Intermediate,2025-12-17
287,54,Sana Siddiqui,19,Female,Islamabad,162.5,60.4,Cardio,76.0,622.6,14441,147.0,82,6.1,3.59,2421,4,Advanced,2025-11-23
288,54,Sana Siddiqui,19,Female,Islamabad,162.5,60.4,Running,64.9,615.5,6734,140.0,63,7.2,2.86,2111,2,Advanced,2025-09-08
289,54,Sana Siddiqui,19,Female,Islamabad,162.5,60.4,HIIT,78.6,,13663,111.0,73,7.8,2.33,2211,3,Advanced,2025-02-09
290,15,Usman Khan,49,Male,Peshawar,169.5,83.1,Running,69.6,740.1,12855,112.0,75,7.0,1.05,1947,4,Intermediate,2025-12-24
291,50,Sana Siddiqui,22,Male,Faisalabad,165.7,100.1,Running,66.2,682.9,9032,162.0,69,8.7,1.81,2768,4,Intermediate,2025-11-30
292,10,Mahnoor Chaudhry,46,Male,Islamabad,179.1,88.7,Cardio,48.3,340.1,8166,111.0,71,5.5,2.44,2535,3,Advanced,2025-08-21
293,3,Sara Raza,50,Female,Faisalabad,163.7,-10.0,Weight Training,32.1,145.7,3331,87.0,59,6.8,3.71,2364,4,Beginner,2025-04-21
294,54,Sana Siddiqui,19,Female,Islamabad,162.5,60.4,Walking,59.7,273.5,10510,108.0,75,7.5,0.75,2698,7,Advanced,2025-10-14
295,51,Bilal Iqbal,46,Male,Karachi,173.3,100.5,Running,42.1,453.7,11622,102.0,69,7.7,3.99,1769,5,Advanced,2025-05-17
296,38,Mahnoor Chaudhry,54,Male,Multan,174.1,86.9,Cardio,27.3,282.4,5405,132.0,64,5.3,2.37,2439,4,Intermediate,2025-02-03
297,33,Ali Butt,50,Female,Quetta,152.7,64.7,Weight Training,63.1,291.9,4334,132.0,60,6.0,2.16,1653,7,Intermediate,2025-12-23
298,30,Tariq Malik,37,Male,Quetta,176.8,82.2,Swimming,69.2,596.3,15682,156.0,62,6.0,2.03,1997,7,Advanced,2025-01-14
299,55,Iqra Malik,50,Female,Multan,176.9,45.0,Yoga,55.3,145.0,7703,89.0,79,6.3,2.54,2076,3,Intermediate,2025-06-16
300,46,Mahnoor Raza,56,Male,Peshawar,191.7,100.1,Weight Training,51.2,381.8,3216,146.0,54,6.4,1.76,2627,4,Beginner,2025-05-12
301,30,Tariq Malik,37,Male,Quetta,176.8,82.2,Cardio,68.0,710.7,7025,81.0,73,7.5,1.8,1695,7,Advanced,2025-04-23
302,35,Komal Iqbal,55,Female,Islamabad,168.2,62.1,Cycling,28.8,242.0,9049,105.0,64,6.2,2.11,2577,7,Intermediate,2025-01-31
303,35,Komal Iqbal,55,Female,Islamabad,168.2,62.1,Walking,59.1,240.6,4786,118.0,55,6.6,1.09,2287,3,Intermediate,2025-07-28
304,43,Imran Butt,62,Male,Islamabad,171.1,76.5,Weight Training,36.5,203.8,5409,147.0,63,7.5,3.74,2532,7,Beginner,2025-01-06
305,37,Ayesha Malik,34,Male,Rawalpindi,174.9,80.3,Walking,88.9,342.7,7073,154.0,60,9.1,2.27,2836,4,Professional,2025-01-28
306,22,Adeel Khan,19,Female,Multan,157.4,65.0,Swimming,44.0,355.8,3227,116.0,64,5.9,2.21,2320,5,Beginner,2025-04-12
307,47,Kamran Ahmed,59,Female,Peshawar,169.3,57.5,Walking,40.0,185.1,8889,126.0,57,4.9,2.75,1913,7,Intermediate,2025-06-08
308,39,Ali Butt,38,Female,Islamabad,157.7,55.2,Yoga,38.1,82.1,6112,147.0,72,6.9,,2267,3,Beginner,2025-05-02
309,14,Nida Siddiqui,44,Male,Karachi,156.7,87.9,Running,50.0,591.3,8998,147.0,70,7.5,3.45,1933,3,Intermediate,2025-03-30
310,2,Ayesha Farooq,41,Male,Quetta,171.6,80.0,HIIT,71.3,954.0,9677,122.0,76,8.2,1.88,2362,5,Advanced,2025-02-26
311,47,Kamran Ahmed,59,Female,Peshawar,169.3,57.5,Yoga,30.7,101.7,5950,109.0,70,3.5,1.1,2129,2,Intermediate,2025-05-02
312,35,Komal Iqbal,55,Female,Islamabad,168.2,62.1,Weight Training,28.6,207.9,7204,130.0,73,7.3,3.26,2314,4,Intermediate,2025-12-16
313,12,Ali Siddiqui,40,Female,Faisalabad,170.5,79.8,Swimming,24.1,223.6,7071,96.0,73,6.7,1.39,1621,7,Intermediate,2025-03-21
314,27,Omar Khan,57,Female,Lahore,166.3,63.1,Swimming,67.5,722.9,9079,123.0,67,7.5,2.25,2464,4,Intermediate,2025-05-26
315,17,Kamran Chaudhry,23,Female,Faisalabad,151.6,62.3,Running,35.6,428.6,7321,108.0,74,6.2,2.25,1312,6,Advanced,2025-11-23
316,58,Komal Ahmed,58,Female,Karachi,175.7,64.5,Walking,43.8,128.7,3963,123.0,65,7.5,2.28,2343,4,Intermediate,2025-06-24
317,54,Sana Siddiqui,19,Female,Islamabad,162.5,60.4,HIIT,84.6,1043.1,7845,,71,4.6,3.15,1594,3,Advanced,2025-04-18
318,18,Sadia Siddiqui,45,Male,Lahore,180.1,74.9,HIIT,36.3,630.8,8902,145.0,74,8.2,2.31,2314,5,Beginner,2025-06-15
319,18,Sadia Siddiqui,45,Male,,180.1,74.9,Running,58.3,703.8,3399,158.0,60,6.3,1.58,2302,6,Beginner,2025-06-10
320,28,Imran Ahmed,40,Male,Peshawar,188.1,82.8,Walking,25.3,72.9,7230,155.0,67,7.3,2.15,2258,7,Intermediate,2025-03-27
321,45,Asad Iqbal,39,Female,Multan,164.5,45.0,Walking,33.4,161.6,5219,130.0,70,8.0,4.07,2019,4,Intermediate,2025-06-22
322,6,Mahnoor Ahmed,26,Male,Faisalabad,180.5,64.8,Running,10.0,107.0,12677,132.0,74,7.1,1.97,1303,3,Intermediate,2025-12-23
323,34,Hamza Khan,130,Male,Rawalpindi,179.4,114.7,Yoga,53.5,157.1,6372,126.0,76,8.1,1.97,1994,7,Beginner,2025-10-12
324,4,Junaid Shah,45,Male,Faisalabad,176.6,68.8,Walking,66.9,260.3,12471,152.0,64,5.2,2.72,1954,7,Intermediate,2025-07-29
325,10,Mahnoor Chaudhry,46,Male,Islamabad,179.1,88.7,Walking,69.9,248.7,4230,134.0,76,5.9,1.3,2163,7,Advanced,2025-04-08
326,18,Sadia Siddiqui,45,Male,Lahore,180.1,74.9,HIIT,26.3,296.8,5877,142.0,65,9.6,3.22,2047,3,Beginner,2025-06-21
